org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,counts_win,mins_win,counts_mac,mins_mac,counts_android,mins_android,counts_ios,mins_ios,mins_total,counts_total,mins_win_perc,mins_mac_perc,mins_android_perc,mins_ios_perc,counts_win_perc,counts_mac_perc,counts_android_perc,counts_ios_perc,win_arr,mac_arr,ios_arr,android_arr
Virgin Media,fbf157be21a24ceb87b793ac19886b31,True,27773,0,0,27772.8,20,27772.8,20,2:10-24,1388.6399999999999,526.0,34134.42,528.0,13756.72,1.0,0.32,2.0,189.85,48081.3,1057.0,0.71,0.29,0.0,0.0,0.5,0.5,0.0,0.0,19718.688,8054.111999999999,0.0,0.0
LightspeedHQ,fc0b8b9a6ed445a5bf85fc7a5c4960f1,True,24480,20880,10,0.0,0,20880.0,10,2:10-24,2088.0,7463.0,13018.07,5.0,58.73,0.0,0.0,6.0,70.6,13147.4,7474.0,0.99,0.0,0.0,0.01,1.0,0.0,0.0,0.0,20671.2,0.0,208.8,0.0
Nitro,fcd4367bfd7349ae93ed5b11057f4fdb,True,19104,0,0,19104.0,8,19104.0,8,1:1-9,2388.0,107804.0,135966.15,4.0,214.07,0.0,0.0,4.0,426.92,136607.13,107812.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19104.0,0.0,0.0,0.0
NavientAutomationUser,fcf5c33dc27549289ec80497bbe621eb,True,9000,9000,5,0.0,0,9000.0,5,1:1-9,1800.0,252036.0,312133.88,154.0,1064.45,16.0,92.57,42.0,803.02,314093.92,252248.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8910.0,0.0,0.0,0.0
DoorDash,fd0216bc0172444994d7a7fd2aa2122b,True,208680,24000,10,0.0,0,24000.0,10,2:10-24,2400.0,35.0,855.78,119065.0,173671.13,156.0,2692.17,12.0,399.0,177618.08,119268.0,0.0,0.98,0.02,0.0,0.0,1.0,0.0,0.0,0.0,23520.0,0.0,480.0
mountainrudi,fd9f03eea02943aa96d8636755aeb279,True,54000,54000,50,0.0,0,54000.0,50,4:50-99,1080.0,125197.0,651274.67,1.0,1.78,0.0,0.0,0.0,0.0,651276.45,125198.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54000.0,0.0,0.0,0.0
Caterpillar,fda283ca4a074afd92c398ccf0bfd811,True,116687,18178,14,3635.28,2,21813.28,16,2:10-24,1363.33,8777.0,53681.75,1617.0,35064.48,520.0,9042.65,1063.0,14970.75,112759.63,11977.0,0.48,0.31,0.08,0.13,0.73,0.14,0.04,0.09,10470.374399999999,6762.1168,2835.7264,1745.0624
Consumer Identity Services,fe871dee3f3943cfab94fbdbe71b88a2,True,211980,192780,85,0.0,0,192780.0,85,4:50-99,2268.0,184634.0,244456.27,302544.0,268214.83,52215.0,31142.92,36735.0,39920.82,583734.83,576128.0,0.42,0.46,0.05,0.07,0.32,0.53,0.09,0.06,80967.59999999999,88678.8,13494.600000000002,9639.0
Booz Allen,fe9822510bf64d1aaf2faad0656ecf8f,True,22990,22990,10,0.0,0,22990.0,10,2:10-24,2299.0,16076.0,18206.47,0.0,0.0,0.0,0.0,0.0,0.0,18206.47,16076.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22990.0,0.0,0.0,0.0
Tempus,fec2bcf0ce50434eb56a7648b2c6fca9,True,36000,36000,15,0.0,0,36000.0,15,2:10-24,2400.0,27756.0,100541.73,24719.0,73520.93,1.0,3.03,1.0,11.05,174076.75,52477.0,0.58,0.42,0.0,0.0,0.53,0.47,0.0,0.0,20880.0,15120.0,0.0,0.0
SVB,feeb59743b8a4dcab12e6735917936e3,True,11995,0,0,11995.2,6,11995.2,6,1:1-9,1999.2,42.0,190.03,104.0,880.02,53.0,648.3,31.0,200.9,1919.25,230.0,0.1,0.46,0.34,0.1,0.18,0.45,0.23,0.13,1199.5200000000002,5517.792,1199.5200000000002,4078.3680000000004
Home Services,ff0282d3de90487588148c219408674c,True,15156,15156,12,0.0,0,15156.0,12,2:10-24,1263.0,1467.0,5229.93,8.0,46.6,19.0,1069.4,193.0,1084.67,7430.6,1687.0,0.7,0.01,0.14,0.15,0.87,0.0,0.01,0.11,10609.199999999999,151.56,2273.4,2121.84
"Hot Topic, Inc.",ff40e51fd2394a029abf9e856394c2a8,True,45000,45000,30,0.0,0,45000.0,30,3:25-49,1500.0,4.0,8.45,8.0,443.12,19.0,414.25,44.0,1682.77,2548.58,75.0,0.0,0.17,0.16,0.66,0.05,0.11,0.25,0.59,0.0,7650.000000000001,29700.0,7200.0
"Itron Networked Solutions, Inc.",ffb2c791abf64c6fb41f79434a484766,True,28800,28800,12,0.0,0,28800.0,12,2:10-24,2400.0,159444.0,343532.77,0.0,0.0,0.0,0.0,0.0,0.0,343532.77,159444.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0
